timestamp,rule.level,decoder.name,rule.description,rule.groups,rule.mitre.id,agent.ip
2026-04-13T00:37:00.28412,3,windows,System event 4624,windows_auth,,192.168.1.172
2026-04-20T21:11:00.88701,10,nginx,HTTP Flood Denial of Service (DoS),dos,,192.168.1.113
2026-04-05T01:40:00.33701,5,sudo,User executed allowed sudo command,privilege,,192.168.1.227
2026-04-06T15:26:00.15213,10,syscheck,High disk usage alert - /var/log at 92% capacity,system_monitor,,192.168.1.19
2026-04-20T17:35:40.97450,14,windows,Suspicious privilege escalation via token manipulation,privilege_escalation,T1134,
2026-04-10T17:16:00.74476,12,modsecurity,Cross Site Scripting (XSS) detected,owasp_10,T1190,20.29.106.65
2026-04-20T09:11:00.92214,3,,Subtle brute force: 3 failed logins from single source,,T1110,192.168.1.234
2026-04-18T20:26:00.24768,2,windows,System event 4624,windows_auth,,192.168.1.177
2026-04-09T22:20:41.12275,1,nginx,Normal asset load (JS/CSS),web_traffic,,192.168.1.133
2026-04-09T20:53:00.29261,4,,Firewall accepted connection,firewall,,192.168.1.60
2026-04-16T08:06:00.10708,2,,System event 4624,windows_auth,,192.168.1.123
2026-04-24T10:49:00.27424,4,syscheck,File integrity check passed,ossec,,192.168.1.54
2026-04-05T04:30:00.52225,11,syscheck,Certificate expiration warning: SSL cert expires in 7 days,system_monitor,,192.168.1.17
2026-04-25T12:27:00.77124,13,,Nmap port scanning detected (Reconnaissance),reconnaissance,T1046,56.83.239.89
2026-04-15T00:50:00.77904,4,web-accesslog,Directory traversal probe: GET /../../etc/shadow,owasp_10,T1190,192.168.1.115
2026-04-07T07:29:00.95686,4,postfix,Mail delivery successful,mail,,192.168.1.234
2026-04-23T15:08:00.84847,9,sca,SCA policy scan: CIS Benchmark compliance check completed,compliance,,192.168.1.112
2026-04-30T07:34:21.18620,5,suricata,Hidden port scan: slow SYN sweep on non-standard ports,reconnaissance,T1046,192.168.1.187
2026-04-20T09:55:00.28412,,,,authentication,,192.168.1.16
2026-04-16T17:23:00.24794,7,sshd,Multiple failed password attempts,,T1110,192.168.1.142
2026-04-09T19:00:00.48768,,suricata,Hidden port scan: slow SYN sweep on non-standard ports,reconnaissance,,192.168.1.116
2026-04-09T11:57:00.66214,4,mysql,Standard DB query execution,database,,192.168.1.214
2026-04-21T19:37:00.79754,2,,User executed allowed sudo command,privilege,,192.168.1.82
2026-04-25T06:06:00.21807,11,suricata,Nmap port scanning detected (Reconnaissance),reconnaissance,T1046,81.192.46.49
2026-04-18T21:04:00.30932,5,suricata,Hidden port scan: slow SYN sweep on non-standard ports,reconnaissance,T1046,192.168.1.126
2026-04-21T18:36:00.50759,4,syscheck,File integrity check passed,,,
2026-04-26T06:21:00.90914,1,iptables,Firewall accepted connection,firewall,,192.168.1.229
2026-04-05T04:26:00.81983,9,windows,Suspicious privilege escalation via token manipulation,privilege_escalation,T1134,8.222.132.244
2026-04-16T05:42:00.52603,3,web-accesslog,Normal GET request to /index.html,web_traffic,,192.168.1.13
2026-04-08T02:28:00.73806,1,iptables,Firewall accepted connection,firewall,,192.168.1.177
2026-04-27T00:56:00.67800,11,sshd,SSH key rotation completed for service account,authentication,,192.168.1.125
2026-05-02T00:43:00.91274,1,postfix,Mail delivery successful,mail,,78.163.104.220
2026-04-30T17:56:00.50822,3,mysql,Standard DB query execution,database,,192.168.1.16
2026-04-25T18:30:00.87039,,,Low-rate credential stuffing via API endpoint,authentication_failed,T1110,192.168.1.166
2026-04-20T16:38:00.41876,,sshd,Multiple failed password attempts,,T1110,192.168.1.99
2026-04-29T04:18:00.18118,9,modsecurity,Cross Site Scripting (XSS) detected,owasp_10,T1190,68.168.114.226
2026-04-09T05:26:00.83959,2,cron,Cron job executed successfully,system,,192.168.1.185
2026-05-04T16:53:00.53914,13,suricata,Nmap port scanning detected (Reconnaissance),reconnaissance,T1046,38.129.232.175
2026-04-09T11:39:00.59130,1,sudo,User executed allowed sudo command,privilege,,192.168.1.139
2026-04-22T10:19:00.23202,8,syscheck,Unexpected file modification in /etc/,ossec,,
2026-04-05T06:06:00.19392,6,sshd,Multiple failed password attempts,authentication_failed,T1110,200.192.192.67
2026-04-30T14:44:00.71333,9,modsecurity,,owasp_10,T1190,201.45.253.156
2026-04-17T14:49:00.19264,4,iptables,Firewall accepted connection,firewall,,14.103.118.113
2026-04-09T09:24:00.24664,9,suricata,Nmap port scanning detected (Reconnaissance),reconnaissance,T1046,192.168.1.200
2026-04-25T19:15:00.19970,8,suricata,Outbound connection to rare external IP,network_monitor,,192.168.1.197
2026-04-12T13:10:02.21457,1,windows,System event 4624,windows_auth,,
2026-04-08T13:46:00.19808,4,sudo,User executed allowed sudo command,privilege,,192.168.1.113
2026-04-05T09:45:00.46738,,modsecurity,Cross Site Scripting (XSS) detected,owasp_10,T1190,69.167.152.123
2026-05-02T08:52:00.81214,1,windows,System event 4624,windows_auth,,192.168.1.143
2026-04-07T14:11:00.97429,4,windows,,windows_auth,,60.174.35.18
2026-05-01T03:08:00.55562,10,sshd,SSH key rotation completed for service account,authentication,,192.168.1.6
2026-04-19T14:50:00.10207,1,pam,,authentication,,192.168.1.200
2026-05-03T13:36:00.12736,4,iptables,Firewall accepted connection,firewall,,192.168.1.69
2026-04-18T20:54:00.76284,12,pam,Password expiry warning for user admin (30 days remaining),authentication,,192.168.1.202
2026-05-03T15:31:00.98248,4,web-accesslog,Normal GET request to /index.html,web_traffic,,192.168.1.32
2026-04-23T02:53:00.48027,11,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,41.139.44.31
2026-04-27T23:46:00.17666,11,sca,SCA policy scan: CIS Benchmark compliance check completed,compliance,,192.168.1.11
2026-04-17T08:18:00.12974,10,windows,Windows Update service restarted automatically,windows_system,,192.168.1.187
2026-04-19T18:34:00.63075,2,windows,System event 4624,windows_auth,,192.168.1.73
2026-04-19T04:14:00.74265,4,iptables,Firewall accepted connection,firewall,,
2026-04-16T15:15:00.97143,,sca,Vulnerability assessment scan completed on all endpoints,compliance,,192.168.1.210
2026-04-28T03:26:00.59653,4,,DNS tunneling: suspicious TXT record queries to unknown domain,c2,T1071,192.168.1.141
2026-04-17T18:09:00.22556,1,mysql,,database,,192.168.1.33
2026-04-21T14:41:00.74166,12,windows_defender,Malware Execution Detected,malware,T1204,15.235.96.92
2026-04-05T18:47:00.87722,3,windows,System event 4624,windows_auth,,192.168.1.143
2026-04-06T10:17:00.49685,2,postfix,Mail delivery successful,mail,,192.168.1.102
2026-04-06T23:53:00.46496,1,iptables,Firewall accepted connection,firewall,,192.168.1.108
2026-04-28T10:44:00.39175,2,web-accesslog,Normal GET request to /index.html,web_traffic,,192.168.1.23
2026-04-13T00:19:00.72290,4,iptables,Firewall accepted connection,,,192.168.1.133
2026-04-15T15:06:00.93826,15,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,43.153.102.228
2026-04-13T05:57:00.53534,5,windows,Service started from non-standard path,windows_system,,192.168.1.44
2026-05-02T11:29:00.45669,8,windows,Service started from non-standard path,windows_system,,192.168.1.118
2026-04-30T16:23:00.26600,,modsecurity,SQL Injection attempt detected,owasp_10,T1190,192.168.1.96
2026-04-22T20:33:00.48386,1,nginx,Normal asset load (JS/CSS),web_traffic,,192.168.1.35
2026-05-01T05:22:00.91742,8,,Unusual traffic spike detected,web_traffic,,192.168.1.230
2026-05-04T20:11:00.33193,1,,Firewall accepted connection,firewall,,61.79.227.51
2026-04-11T04:28:00.74327,10,suricata,Nmap port scanning detected (Reconnaissance),reconnaissance,T1046,192.168.1.107
2026-04-15T05:24:00.64365,4,cron,Cron job executed successfully,system,,192.168.1.103
2026-05-01T19:23:00.43674,1,web-accesslog,Normal GET request to /index.html,web_traffic,,192.168.1.34
2026-05-02T06:01:00.34774,5,sshd,Multiple failed password attempts,authentication_failed,T1110,192.168.1.191
2026-04-14T16:27:00.58933,4,syscheck,File integrity check passed,ossec,,192.168.1.183
2026-04-19T04:06:00.26618,9,sca,SCA policy scan: CIS Benchmark compliance check completed,compliance,,192.168.1.102
2026-04-10T02:47:00.78919,3,web-accesslog,Normal GET request to /index.html,web_traffic,,192.168.1.89
2026-04-14T07:34:00.55595,15,modsecurity,SQL Injection attempt detected,owasp_10,T1190,43.165.5.252
2026-05-03T06:33:00.12819,4,nginx,Normal asset load (JS/CSS),web_traffic,,192.168.1.72
2026-04-08T21:33:00.92183,1,pam,Successful SSH login,authentication,,192.168.1.24
2026-04-16T17:09:14.55657,3,suricata,DNS tunneling: suspicious TXT record queries to unknown domain,c2,T1071,192.168.1.95
2026-04-25T14:58:00.50073,4,cron,Cron job executed successfully,system,,
2026-04-11T03:41:00.61993,3,pam,Successful SSH login,authentication,,192.168.1.11
2026-04-28T21:54:00.37077,3,,System event 4624,windows_auth,,192.168.1.83
2026-04-13T18:51:00.67151,4,windows,System event 4624,windows_auth,,192.168.1.237
2026-04-11T23:11:00.86044,8,modsecurity,Cross Site Scripting (XSS) detected,owasp_10,T1190,136.117.253.213
2026-04-09T01:56:00.79059,11,,Malware Execution Detected,malware,T1204,28.157.26.168
2026-04-08T20:14:00.45579,3,web-accesslog,Normal GET request to /index.html,web_traffic,,192.168.1.149
2026-04-11T15:04:00.32175,11,windows_defender,Malware Execution Detected,malware,T1204,36.250.220.66
2026-04-14T21:59:00.56528,,modsecurity,SQL Injection attempt detected,owasp_10,T1190,192.168.1.105
2026-04-10T07:08:00.42364,2,windows,System event 4624,windows_auth,,192.168.1.252
2026-04-10T20:17:00.61227,10,modsecurity,SQL Injection attempt detected,owasp_10,T1190,192.168.1.74
2026-04-06T04:36:00.78730,4,mysql,Standard DB query execution,database,,192.168.1.207
2026-05-03T13:21:00.21522,1,postfix,Mail delivery successful,,,192.168.1.63
2026-04-30T06:08:00.92494,7,syscheck,Unexpected file modification in /etc/,ossec,,192.168.1.220
2026-04-25T03:26:00.55615,5,syscheck,Unexpected file modification in /etc/,ossec,,48.232.119.228
2026-04-24T19:20:16.53998,1,cron,Cron job executed successfully,system,,192.168.1.119
2026-04-22T03:25:00.55288,,sca,SCA policy scan: CIS Benchmark compliance check completed,compliance,,192.168.1.225
2026-04-24T13:06:00.70881,2,syscheck,File integrity check passed,ossec,,192.168.1.233
2026-05-04T12:04:00.99479,12,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,61.95.199.54
2026-04-05T15:07:41.55507,4,iptables,Firewall accepted connection,firewall,,192.168.1.205
2026-04-29T13:17:00.54230,5,windows,Service started from non-standard path,windows_system,,192.168.1.156
2026-04-13T05:38:00.36010,1,syscheck,File integrity check passed,ossec,,47.94.3.194
2026-04-29T01:41:00.11863,,syscheck,File integrity check passed,ossec,,192.168.1.226
2026-04-19T05:50:00.94513,2,iptables,Firewall accepted connection,firewall,,192.168.1.107
2026-04-19T13:18:00.32135,12,windows_defender,Malware Execution Detected,malware,T1204,34.131.63.3
2026-04-16T09:51:00.85813,1,mysql,Standard DB query execution,,,192.168.1.219
2026-05-04T11:31:00.59746,6,windows,Service started from non-standard path,windows_system,,14.103.112.42
2026-04-22T08:53:00.84182,2,sudo,,privilege,,192.168.1.96
2026-04-24T21:45:00.40443,8,sca,Vulnerability assessment scan completed on all endpoints,compliance,,192.168.1.34
2026-04-15T02:38:00.42481,,syscheck,File integrity check passed,ossec,,43.157.202.201
2026-04-28T21:14:15.91230,14,windows_defender,Malware Execution Detected,malware,T1204,185.153.251.56
2026-04-06T08:55:00.33639,3,windows,System event 4624,windows_auth,,45.170.197.186
2026-04-30T09:10:00.14243,2,web-accesslog,Normal GET request to /index.html,web_traffic,,192.168.1.8
2026-05-02T02:20:00.37747,3,syscheck,File integrity check passed,ossec,,192.168.1.37
2026-04-27T01:57:50.22971,1,syscheck,,,,192.168.1.247
2026-04-06T19:46:00.52075,6,sshd,Multiple failed password attempts,authentication_failed,T1110,192.168.1.78
2026-05-02T09:12:00.45914,2,web-accesslog,Normal GET request to /index.html,web_traffic,,192.168.1.4
2026-04-05T10:56:00.47214,13,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,,47.128.119.192
2026-05-03T22:05:00.81166,4,windows,System event 4624,windows_auth,,192.168.1.88
2026-04-21T07:34:00.87053,10,nginx,HTTP Flood Denial of Service (DoS),dos,T1498,192.168.1.153
2026-04-29T15:25:00.22878,10,suricata,Command and Control Beaconing Detected,,T1071,54.39.0.239
2026-04-13T01:25:00.68243,7,syscheck,Unexpected file modification in /etc/,ossec,,192.168.1.4
2026-04-08T07:38:00.79628,1,web-accesslog,Normal GET request to /index.html,web_traffic,,192.168.1.197
2026-04-09T15:06:00.45997,2,mysql,,database,,
2026-04-30T09:45:00.38066,5,sshd,Multiple failed password attempts,authentication_failed,T1110,192.168.1.132
2026-04-15T21:18:00.49076,3,,Normal asset load (JS/CSS),web_traffic,,192.168.1.92
2026-04-13T16:57:00.91435,2,,System event 4624,windows_auth,,
2026-04-23T20:12:00.68444,4,nginx,Normal asset load (JS/CSS),web_traffic,,192.168.1.181
2026-04-29T14:34:49.69305,4,postfix,Mail delivery successful,mail,,192.168.1.30
2026-04-15T01:32:00.60048,2,sudo,User executed allowed sudo command,privilege,,192.168.1.217
2026-04-06T02:39:00.81104,4,mysql,,database,,192.168.1.51
2026-04-17T05:53:00.11121,9,,Vulnerability assessment scan completed on all endpoints,compliance,,192.168.1.47
2026-04-06T06:58:00.53782,11,windows,Windows Update service restarted automatically,windows_system,,192.168.1.46
2026-04-26T00:26:00.89819,,postfix,Mail delivery successful,mail,,192.168.1.179
2026-04-10T01:41:00.96634,1,web-accesslog,Normal GET request to /index.html,web_traffic,,
2026-04-06T15:25:17.47430,1,postfix,Mail delivery successful,mail,,192.168.1.225
2026-04-23T10:29:00.44057,2,nginx,Normal asset load (JS/CSS),,,192.168.1.63
2026-04-06T20:36:00.76125,4,nginx,,web_traffic,,192.168.1.97
2026-04-30T19:23:00.36400,3,postfix,Mail delivery successful,,,69.112.28.181
2026-04-15T12:38:00.56040,3,sudo,User executed allowed sudo command,,,192.168.1.252
2026-04-12T13:55:40.15770,,suricata,Nmap port scanning detected (Reconnaissance),reconnaissance,T1046,
2026-04-18T19:30:00.45876,3,nginx,Normal asset load (JS/CSS),web_traffic,,192.168.1.127
2026-04-23T14:59:00.28249,1,postfix,Mail delivery successful,mail,,192.168.1.155
2026-04-23T21:27:00.27161,8,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,192.168.1.214
2026-04-21T14:27:00.55686,8,suricata,Outbound connection to rare external IP,network_monitor,,192.168.1.217
2026-05-02T21:59:00.26327,1,postfix,,mail,,192.168.1.195
2026-04-02T06:20:19.41168,11,windows,Suspicious privilege escalation via token manipulation,privilege_escalation,T1134,49.84.202.19
2026-04-11T06:26:00.36233,3,windows,System event 4624,windows_auth,,192.168.1.128
2026-05-02T21:18:00.84523,3,nginx,Normal asset load (JS/CSS),web_traffic,,192.168.1.150
2026-04-05T17:29:00.24614,10,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,192.168.1.154
2026-04-17T20:53:00.71550,8,windows,Suspicious privilege escalation via token manipulation,privilege_escalation,T1134,27.79.0.87
2026-05-01T11:51:00.91441,,postfix,Mail delivery successful,mail,,192.168.1.204
2026-04-07T13:28:00.41594,,web-accesslog,Normal GET request to /index.html,,,65.20.143.45
2026-04-28T18:28:00.18150,8,modsecurity,SQL Injection attempt detected,owasp_10,T1190,192.168.1.27
2026-04-23T12:56:00.70675,,windows_defender,Malware Execution Detected,malware,T1204,165.72.125.5
2026-04-25T04:02:00.14506,5,web-accesslog,Normal GET request to /index.html,web_traffic,,192.168.1.141
2026-04-27T13:32:00.25420,2,syscheck,File integrity check passed,ossec,,192.168.1.166
2026-04-16T12:40:30.63687,1,sudo,User executed allowed sudo command,privilege,,
2026-04-09T15:37:00.82170,9,windows,Suspicious privilege escalation via token manipulation,privilege_escalation,T1134,64.225.31.56
2026-04-26T22:06:00.81709,4,pam,Successful SSH login,,,192.168.1.30
2026-04-26T15:24:00.41569,14,windows,Suspicious privilege escalation via token manipulation,privilege_escalation,T1134,5.29.135.63
2026-04-08T05:53:00.16186,3,postfix,Mail delivery successful,mail,,192.168.1.74
2026-04-25T22:53:00.55397,4,nginx,Normal asset load (JS/CSS),web_traffic,,192.168.1.212
2026-05-04T21:50:00.32195,4,cron,Cron job executed successfully,system,,192.168.1.52
2026-04-28T18:46:00.30214,2,nginx,Normal asset load (JS/CSS),web_traffic,,192.168.1.132
2026-04-19T06:07:00.89568,2,nginx,Normal asset load (JS/CSS),web_traffic,,
2026-04-13T23:56:00.11168,2,web-accesslog,Normal GET request to /index.html,web_traffic,,192.168.1.74
2026-04-14T00:22:00.13925,1,pam,Successful SSH login,authentication,,192.168.1.49
2026-04-22T18:29:00.73535,3,windows,System event 4624,windows_auth,,192.168.1.160
2026-05-02T13:22:00.55098,2,nginx,Normal asset load (JS/CSS),web_traffic,,
2026-04-23T08:53:00.41618,1,cron,Cron job executed successfully,system,,192.168.1.78
2026-04-21T08:05:00.54074,12,suricata,Command and Control Beaconing Detected,c2,T1071,80.82.70.133
2026-04-17T00:39:00.27569,11,nginx,HTTP Flood Denial of Service (DoS),dos,T1498,142.181.20.194
2026-04-20T09:37:00.68189,2,pam,Successful SSH login,authentication,,192.168.1.47
2026-04-28T22:38:00.22449,4,sshd,Subtle brute force: 3 failed logins from single source,authentication_failed,T1110,192.168.1.132
2026-05-01T21:10:00.86627,4,suricata,Hidden port scan: slow SYN sweep on non-standard ports,reconnaissance,T1046,192.168.1.252
2026-04-17T03:32:00.74203,7,sshd,Multiple failed password attempts,authentication_failed,T1110,192.168.1.165
2026-04-30T05:16:00.41280,2,windows,System event 4624,windows_auth,,192.168.1.245
2026-04-23T21:39:00.89446,2,pam,Successful SSH login,authentication,,51.107.87.159
2026-05-03T19:07:00.63201,2,cron,Cron job executed successfully,system,,192.168.1.97
2026-04-30T18:23:00.33112,,suricata,DNS tunneling: suspicious TXT record queries to unknown domain,c2,T1071,192.168.1.227
2026-05-02T00:09:00.91869,1,windows,System event 4624,windows_auth,,49.229.102.187
2026-05-04T07:41:00.99894,2,nginx,Normal asset load (JS/CSS),web_traffic,,1.215.233.74
2026-04-09T22:12:00.60880,6,,,web_traffic,,192.168.1.190
2026-04-04T03:52:40.89398,1,cron,Cron job executed successfully,system,,192.168.1.187
2026-04-15T19:28:00.85601,3,nginx,Normal asset load (JS/CSS),web_traffic,,192.168.1.42
2026-04-23T21:15:00.84315,4,sudo,User executed allowed sudo command,privilege,,192.168.1.218
2026-04-26T14:13:00.31049,3,sudo,User executed allowed sudo command,privilege,,192.168.1.114
2026-04-18T05:32:00.52749,8,modsecurity,SQL Injection attempt detected,owasp_10,T1190,34.145.195.198
2026-04-16T10:27:00.68683,13,nginx,HTTP Flood Denial of Service (DoS),dos,T1498,37.99.66.115
2026-04-21T02:52:00.62735,12,sshd,SSH key rotation completed for service account,authentication,,192.168.1.225
2026-04-16T13:33:00.76601,3,iptables,Firewall accepted connection,firewall,,192.168.1.25
2026-04-23T13:31:00.93711,5,web-accesslog,Directory traversal probe: GET /../../etc/shadow,,T1190,192.168.1.220
2026-04-24T05:27:00.73203,4,iptables,Firewall accepted connection,firewall,,192.168.1.102
2026-04-13T19:29:00.59401,4,postfix,Mail delivery successful,mail,,192.168.1.2
2026-05-04T12:54:00.17921,4,pam,Successful SSH login,authentication,,192.168.1.199
2026-04-10T06:06:00.24380,3,nginx,Normal asset load (JS/CSS),web_traffic,,192.168.1.8
2026-04-14T05:33:00.20763,3,,,system,,192.168.1.63
2026-04-16T07:10:00.19569,,suricata,Nmap port scanning detected (Reconnaissance),reconnaissance,T1046,14.103.114.244
2026-04-12T08:07:00.84925,15,suricata,Command and Control Beaconing Detected,c2,T1071,72.255.32.86
2026-05-03T19:20:00.89636,7,suricata,Outbound connection to rare external IP,network_monitor,,192.168.1.73
2026-05-02T03:24:00.85778,8,modsecurity,SQL Injection attempt detected,owasp_10,T1190,192.168.1.37
2026-04-29T05:27:00.37799,8,windows,Service started from non-standard path,windows_system,,60.251.133.16
2026-04-29T23:56:00.58131,4,iptables,Firewall accepted connection,firewall,,192.168.1.2
2026-04-22T16:21:00.85764,2,nginx,,web_traffic,,192.168.1.13
2026-04-26T19:11:00.74897,12,nginx,HTTP Flood Denial of Service (DoS),dos,T1498,51.195.183.241
2026-04-13T09:49:00.72054,2,syscheck,File integrity check passed,,,192.168.1.229
2026-04-09T08:33:00.64055,2,syscheck,File integrity check passed,ossec,,64.150.226.118
2026-04-10T03:09:00.88493,4,syscheck,File integrity check passed,ossec,,192.168.1.154
2026-04-15T11:34:00.80231,1,mysql,Standard DB query execution,database,,192.168.1.69
2026-04-07T22:15:00.80825,12,sca,SCA policy scan: CIS Benchmark compliance check completed,compliance,,192.168.1.24
2026-04-24T01:54:00.18075,2,,Cron job executed successfully,system,,192.168.1.59
2026-04-09T10:55:00.45170,4,pam,Service account login from unexpected geographic region,lateral_movement,T1021,192.168.1.189
2026-05-02T15:10:00.36371,9,syscheck,Certificate expiration warning: SSL cert expires in 7 days,system_monitor,,192.168.1.91
2026-04-15T04:32:00.82230,10,syscheck,Certificate expiration warning: SSL cert expires in 7 days,system_monitor,,192.168.1.193
2026-04-20T04:24:00.12764,13,modsecurity,SQL Injection attempt detected,owasp_10,T1190,49.37.158.35
2026-04-28T04:00:00.95212,3,suricata,,reconnaissance,T1046,192.168.1.79
2026-04-13T20:44:00.41206,7,nginx,Unusual traffic spike detected,web_traffic,,95.151.129.175
2026-04-29T06:18:00.97220,4,pam,Successful SSH login,authentication,,192.168.1.25
2026-04-20T02:02:00.50091,,mysql,Standard DB query execution,database,,
2026-04-18T05:17:37.84955,8,windows,Service started from non-standard path,windows_system,,1.237.155.150
2026-04-21T01:47:00.50237,4,,Mail delivery successful,mail,,39.144.129.39
2026-04-30T11:53:00.80005,3,nginx,Low-rate credential stuffing via API endpoint,authentication_failed,T1110,192.168.1.152
2026-04-09T07:48:00.11575,15,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,47.163.217.145
2026-04-27T06:41:00.91413,4,nginx,Normal asset load (JS/CSS),web_traffic,,192.168.1.156
2026-04-29T11:14:00.64713,11,,Vulnerability assessment scan completed on all endpoints,compliance,,192.168.1.36
2026-05-03T18:45:00.66502,15,modsecurity,SQL Injection attempt detected,owasp_10,T1190,94.147.36.88
2026-04-09T03:34:00.80892,10,syscheck,Certificate expiration warning: SSL cert expires in 7 days,system_monitor,,192.168.1.28
2026-04-20T01:20:00.63557,2,sudo,User executed allowed sudo command,privilege,,
2026-05-01T19:44:00.25647,3,mysql,Standard DB query execution,database,,192.168.1.196
2026-04-24T17:14:00.72969,8,windows_defender,Malware Execution Detected,malware,T1204,192.168.1.199
2026-04-12T07:24:00.24968,8,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,192.168.1.131
2026-04-14T00:36:25.30037,6,nginx,Unusual traffic spike detected,web_traffic,,192.168.1.107
2026-04-14T13:11:00.88623,10,syscheck,High disk usage alert - /var/log at 92% capacity,system_monitor,,192.168.1.210
2026-04-13T03:31:00.37725,2,syscheck,File integrity check passed,ossec,,82.65.140.218
2026-04-12T09:52:00.49084,8,nginx,Unusual traffic spike detected,web_traffic,,192.168.1.211
2026-04-22T03:13:00.35678,1,sudo,User executed allowed sudo command,privilege,,192.168.1.84
2026-04-12T16:38:00.70075,3,mysql,Standard DB query execution,database,,47.236.42.84
2026-04-16T10:11:10.15002,12,modsecurity,,owasp_10,T1190,192.168.1.229
2026-04-20T14:37:00.92742,,sudo,User executed allowed sudo command,privilege,,192.168.1.70
2026-04-15T18:57:00.62051,15,modsecurity,Cross Site Scripting (XSS) detected,owasp_10,T1190,55.142.140.72
2026-04-18T15:49:00.80007,13,nginx,HTTP Flood Denial of Service (DoS),dos,T1498,
2026-04-25T05:10:00.69184,,iptables,Firewall accepted connection,firewall,,192.168.1.58
2026-04-29T10:26:00.54401,10,suricata,Nmap port scanning detected (Reconnaissance),reconnaissance,T1046,88.79.18.58
2026-04-12T12:43:00.55840,1,postfix,Mail delivery successful,mail,,192.168.1.168
2026-04-16T06:15:00.85777,,,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,35.230.115.112
2026-05-01T11:24:00.66744,1,sudo,User executed allowed sudo command,privilege,,
2026-04-22T12:11:00.87728,1,postfix,Mail delivery successful,mail,,192.168.1.82
2026-04-25T21:26:00.53040,1,iptables,Firewall accepted connection,firewall,,192.168.1.100
2026-04-16T09:17:00.29057,4,syscheck,File integrity check passed,ossec,,192.168.1.208
2026-04-26T04:48:00.43427,,sudo,,privilege,,192.168.1.105
2026-04-11T05:53:00.81586,,modsecurity,SQL Injection attempt detected,owasp_10,T1190,192.168.1.99
2026-04-05T21:24:00.44986,9,suricata,,reconnaissance,T1046,192.168.1.63
2026-04-22T14:16:00.86613,1,iptables,Firewall accepted connection,firewall,,192.168.1.225
2026-04-07T18:08:00.41152,10,,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,47.242.242.14
2026-04-08T10:57:00.67768,,mysql,,database,,192.168.1.245
2026-04-06T14:52:00.64456,11,sca,Vulnerability assessment scan completed on all endpoints,compliance,,192.168.1.253
2026-04-14T01:43:00.78453,4,sudo,User executed allowed sudo command,privilege,,192.168.1.226
2026-04-22T09:51:00.91154,9,mysql,Database maintenance: slow query log threshold exceeded,database,,192.168.1.44
2026-04-27T21:09:00.32191,4,windows,System event 4624,windows_auth,,192.168.1.95
2026-05-03T18:14:00.97199,4,windows,System event 4624,windows_auth,,192.168.1.108
2026-04-13T02:21:00.98555,7,,Outbound connection to rare external IP,network_monitor,,192.168.1.218
2026-04-22T01:22:00.48598,,cron,Cron job executed successfully,system,,192.168.1.199
2026-04-27T19:27:00.19889,12,windows,Suspicious privilege escalation via token manipulation,privilege_escalation,T1134,204.151.140.19
2026-04-20T13:55:00.74324,4,nginx,Normal asset load (JS/CSS),web_traffic,,192.168.1.192
2026-04-07T20:02:00.25229,4,pam,Service account login from unexpected geographic region,lateral_movement,T1021,192.168.1.44
2026-04-14T22:17:00.67585,13,windows_defender,Malware Execution Detected,malware,T1204,40.171.26.81
2026-04-18T18:48:00.32500,13,windows,Suspicious privilege escalation via token manipulation,privilege_escalation,T1134,43.243.142.42
2026-04-12T11:57:00.89821,3,cron,Cron job executed successfully,system,,
2026-04-22T18:06:00.33401,3,windows,System event 4624,windows_auth,,20.24.137.18
2026-04-25T07:50:00.49252,10,syscheck,Certificate expiration warning: SSL cert expires in 7 days,system_monitor,,192.168.1.93
2026-04-19T00:47:00.26361,14,suricata,Lateral movement via Windows Admin Shares,,T1021,38.182.109.249
2026-04-25T06:10:00.79644,14,modsecurity,SQL Injection attempt detected,,T1190,44.204.193.194
2026-04-09T06:26:00.12981,14,nginx,HTTP Flood Denial of Service (DoS),dos,T1498,14.103.46.177
2026-04-07T15:05:00.38123,15,suricata,Nmap port scanning detected (Reconnaissance),reconnaissance,T1046,66.249.81.107
2026-04-24T11:53:00.92800,2,web-accesslog,Normal GET request to /index.html,web_traffic,,192.168.1.113
2026-04-11T23:59:00.24969,10,modsecurity,SQL Injection attempt detected,,T1190,160.132.51.185
2026-04-22T03:54:00.44453,4,pam,Service account login from unexpected geographic region,lateral_movement,T1021,192.168.1.196
2026-04-08T23:57:00.80849,10,suricata,Lateral movement via Windows Admin Shares,lateral_movement,T1021,192.168.1.134
2026-05-04T10:30:00.98697,8,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,47.84.46.8
2026-04-22T14:36:00.92157,3,web-accesslog,Normal GET request to /index.html,web_traffic,,192.168.1.243
2026-04-09T03:17:00.23171,3,sudo,,privilege,,192.168.1.236
